date,unit_sales
2016-03-11,664893.513
2016-03-12,898101.11
2016-03-13,954980.33
2016-03-14,668066.393
2016-03-15,668183.703
2016-03-16,739805.378
2016-03-17,580452.532
2016-03-18,666756.819
2016-03-19,895038.512
2016-03-20,929605.582
2016-03-21,690469.801
2016-03-22,622695.837
2016-03-23,714881.174
2016-03-24,660489.845
2016-03-25,633524.2
2016-03-26,800133.517
2016-03-27,833336.065
2016-03-28,661057.866
2016-03-29,621166.063
2016-03-30,660138.989
2016-03-31,617374.338
2016-04-01,872467.32
2016-04-02,1150824.581
2016-04-03,1266908.292
2016-04-04,795237.192
2016-04-05,725750.101
2016-04-06,744784.843
2016-04-07,587939.72
2016-04-08,689727.196
2016-04-09,927981.389
2016-04-10,1008876.739
2016-04-11,665348.964
2016-04-12,651657.034
2016-04-13,672611.481
2016-04-14,546785.209
2016-04-15,667606.3
2016-04-16,862121.492
2016-04-17,1271833.739
2016-04-18,1345920.605
2016-04-19,1152089.208
2016-04-20,1062426.29
2016-04-21,998132.782
2016-04-22,857059.244
2016-04-23,1022143.135
2016-04-24,1039369.932
2016-04-25,680000.754
2016-04-26,704799.418
2016-04-27,670288.098
2016-04-28,543339.849
2016-04-29,708711.429
2016-04-30,1067335.77
2016-05-01,1270121.208
2016-05-02,973985.67
2016-05-03,792205.55
2016-05-04,798654.454
2016-05-05,648701.603
2016-05-06,761422.516
2016-05-07,1068424.777
2016-05-08,820824.638
2016-05-09,771767.654
2016-05-10,693010.487
2016-05-11,727543.463
2016-05-12,603394.207
2016-05-13,666833.9
2016-05-14,921606.521
2016-05-15,1070331.667
2016-05-16,746119.687
2016-05-17,661929.839
2016-05-18,671232.959
2016-05-19,581470.56
2016-05-20,706024.058
2016-05-21,910756.163
2016-05-22,1030671.623
2016-05-23,695004.681
2016-05-24,606377.205
2016-05-25,637511.039
2016-05-26,571968.623
2016-05-27,852689.219
2016-05-28,816187.22
2016-05-29,959853.658
2016-05-30,752452.419
2016-05-31,974327.99
2016-06-01,811525.32
2016-06-02,694535.936
2016-06-03,742363.085
2016-06-04,1011996.616
2016-06-05,1123734.436
2016-06-06,729894.223
2016-06-07,658714.653
2016-06-08,696747.55
2016-06-09,547139.613
2016-06-10,637354.32
2016-06-11,845838.206
2016-06-12,947479.765
2016-06-13,685382.193
2016-06-14,622267.773
2016-06-15,708327.637
2016-06-16,620526.243
2016-06-17,737897.438
2016-06-18,972971.11
2016-06-19,837363.024
2016-06-20,735754.365
2016-06-21,679248.022
2016-06-22,677730.651
2016-06-23,559653.337
2016-06-24,641812.676
2016-06-25,860296.835
2016-06-26,954344.667
2016-06-27,684735.609
2016-06-28,596948.935
2016-06-29,632489.477
2016-06-30,554144.865
2016-07-01,857027.554
2016-07-02,1078485.141
2016-07-03,1126713.708
2016-07-04,850891.598
2016-07-05,728011.558
2016-07-06,752110.94
2016-07-07,591702.782
2016-07-08,688563.4
2016-07-09,868259.971
2016-07-10,932486.3
2016-07-11,688436.145
2016-07-12,627038.78
2016-07-13,642494.402
2016-07-14,535124.328
2016-07-15,675032.429
2016-07-16,887192.885
2016-07-17,932586.697
2016-07-18,702619.751
2016-07-19,633176.292
2016-07-20,686848.847
2016-07-21,578823.688
2016-07-22,646633.655
2016-07-23,822292.472
2016-07-24,847867.678
2016-07-25,697383.602
2016-07-26,622771.924
2016-07-27,651121.985
2016-07-28,533256.249
2016-07-29,669585.838
2016-07-30,910213.872
2016-07-31,997916.957
2016-08-01,895580.405
2016-08-02,777592.839
2016-08-03,779844.81
2016-08-04,622883.098
2016-08-05,704092.739
2016-08-06,858903.212
2016-08-07,904321.437
2016-08-08,715195.539
2016-08-09,635538.981
2016-08-10,658457.436
2016-08-11,596729.28
2016-08-12,745662.505
2016-08-13,714905.919
2016-08-14,761826.128
2016-08-15,720032.3
2016-08-16,718671.651
2016-08-17,725945.703
2016-08-18,577350.521
2016-08-19,678767.116
2016-08-20,828986.336
2016-08-21,901870.15
2016-08-22,714866.234
2016-08-23,660819.978
2016-08-24,674613.048
2016-08-25,554421.529
2016-08-26,646698.273
2016-08-27,791047.535
2016-08-28,858802.42
2016-08-29,671845.737
2016-08-30,624711.335
2016-08-31,731430.124
2016-09-01,718105.571
2016-09-02,837129.588
2016-09-03,1057581.211
2016-09-04,1109985.858
2016-09-05,813763.295
2016-09-06,751583.025
2016-09-07,738543.916
2016-09-08,595849.299
2016-09-09,658969.027
2016-09-10,915938.559
2016-09-11,1017369.224
2016-09-12,678776.459
2016-09-13,603427.947
2016-09-14,624262.072
2016-09-15,568324.813
2016-09-16,691912.601
2016-09-17,899219.297
2016-09-18,1018662.658
2016-09-19,681159.342
2016-09-20,650980.322
2016-09-21,666928.4
2016-09-22,533276.332
2016-09-23,663685.985
2016-09-24,861830.39
2016-09-25,952352.551
2016-09-26,664216.44
2016-09-27,587908.328
2016-09-28,631761.175
2016-09-29,520744.921
2016-09-30,703198.491
2016-10-01,1175033.658
2016-10-02,1256480.17
2016-10-03,833060.559
2016-10-04,724113.096
2016-10-05,749712.3
2016-10-06,581428.34
2016-10-07,797612.242
2016-10-08,932551.707
2016-10-09,1088251.48
2016-10-10,725312.847
2016-10-11,625271.994
2016-10-12,665126.078
2016-10-13,558859.891
2016-10-14,667954.207
2016-10-15,890613.591
2016-10-16,1104504.688
2016-10-17,710456.424
2016-10-18,630637.592
2016-10-19,647823.469
2016-10-20,583001.28
2016-10-21,669453.542
2016-10-22,843626.416
2016-10-23,1022953.69
2016-10-24,668507.645
2016-10-25,610590.898
2016-10-26,633413.891
2016-10-27,544361.48
2016-10-28,638838.252
2016-10-29,841074.697
2016-10-30,954838.191
2016-10-31,654923.503
2016-11-01,811832.446
2016-11-02,969033.619
2016-11-03,793811.684
2016-11-04,858468.216
2016-11-05,887751.299
2016-11-06,1140367.104
2016-11-07,849451.043
2016-11-08,767439.628
2016-11-09,790276.839
2016-11-10,588241.759
2016-11-11,713396.454
2016-11-12,929802.772
2016-11-13,1188982.232
2016-11-14,735723.173
2016-11-15,691801.629
2016-11-16,830386.742
2016-11-17,615228.256
2016-11-18,738265.552
2016-11-19,935655.001
2016-11-20,1125178.989
2016-11-21,773745.281
2016-11-22,690281.251
2016-11-23,753685.041
2016-11-24,595457.306
2016-11-25,737819.485
2016-11-26,908066.823
2016-11-27,1056721.592
2016-11-28,752583.768
2016-11-29,645760.508
2016-11-30,767361.704
2016-12-01,843603.314
2016-12-02,853452.931
2016-12-03,1113440.567
2016-12-04,1276195.036
2016-12-05,896824.939
2016-12-06,932546.386
2016-12-07,867653.735
2016-12-08,674076.383
2016-12-09,774941.924
2016-12-10,920050.746
2016-12-11,1119324.245
2016-12-12,844251.704
2016-12-13,747161.616
2016-12-14,829762.219
2016-12-15,747641.183
2016-12-16,918899.786
2016-12-17,1071655.628
2016-12-18,1260471.908
2016-12-19,1028242.823
2016-12-20,1078323.69
2016-12-21,1181307.327
2016-12-22,1135849.392
2016-12-23,1282145.517
2016-12-24,1246837.843
2016-12-26,1032770.749
2016-12-27,842474.49
2016-12-28,951533.714
2016-12-29,894108.237
2016-12-30,1163643.038
2016-12-31,1109012.812
2017-01-01,12082.501
2017-01-02,1402305.371
2017-01-03,1104377.08
2017-01-04,990093.463
2017-01-05,777620.954
2017-01-06,839600.238
2017-01-07,1103806.299
2017-01-08,1192543.751
2017-01-09,793686.897
2017-01-10,742635.569
2017-01-11,770742.69
2017-01-12,629635.794
2017-01-13,768898.944
2017-01-14,1021050.536
2017-01-15,1175725.166
2017-01-16,824488.666
2017-01-17,750836.543
2017-01-18,782656.025
2017-01-19,606949.745
2017-01-20,725703.691
2017-01-21,1072721.725
2017-01-22,1148213.359
2017-01-23,798133.612
2017-01-24,721275.775
2017-01-25,744342.593
2017-01-26,576515.537
2017-01-27,722113.959
2017-01-28,977850.406
2017-01-29,1075166.993
2017-01-30,698122.768
2017-01-31,778222.286
2017-02-01,961777.383
2017-02-02,748882.733
2017-02-03,834667.152
2017-02-04,1132788.542
2017-02-05,1151987.631
2017-02-06,786672.394
2017-02-07,739431.213
2017-02-08,783605.377
2017-02-09,624387.488
2017-02-10,752207.24
2017-02-11,944924.653
2017-02-12,1074820.9
2017-02-13,794314.432
2017-02-14,642613.187
2017-02-15,745780.355
2017-02-16,645968.257
2017-02-17,758855.713
2017-02-18,1063394.844
2017-02-19,858897.123
2017-02-20,759120.06
2017-02-21,717806.677
2017-02-22,739388.035
2017-02-23,675578.5
2017-02-24,816197.499
2017-02-25,1026011.223
2017-02-26,775708.988
2017-02-27,744956.948
2017-02-28,949366.829
2017-03-01,1008521.71
2017-03-02,836225.179
2017-03-03,882639.775
2017-03-04,1125736.347
2017-03-05,1196983.69
2017-03-06,790143.241
2017-03-07,761866.73
2017-03-08,781046.662
2017-03-09,653901.192
2017-03-10,773855.307
2017-03-11,1001174.434
2017-03-12,1146006.827
2017-03-13,754390.38
2017-03-14,700998.035
2017-03-15,815621.887
2017-03-16,699108.167
2017-03-17,812306.774
2017-03-18,1038906.566
2017-03-19,1157140.639
2017-03-20,826422.91
2017-03-21,746620.926
2017-03-22,767880.805
2017-03-23,670848.01
2017-03-24,787903.126
2017-03-25,1038139.317
2017-03-26,1101557.477
2017-03-27,784103.265
2017-03-28,702943.949
2017-03-29,824632.985
2017-03-30,637624.341
2017-03-31,878750.038
2017-04-01,1463083.963
2017-04-02,1138650.059
2017-04-03,835191.622
2017-04-04,835602.636
2017-04-05,846631.308
2017-04-06,683059.57
2017-04-07,765502.212
2017-04-08,988590.47
2017-04-09,1101713.657
2017-04-10,739392.131
2017-04-11,741331.43
2017-04-12,791762.313
2017-04-13,737029.565
2017-04-14,740889.486
2017-04-15,898610.218
2017-04-16,985493.796
2017-04-17,775916.906
2017-04-18,717196.316
2017-04-19,735733.214
2017-04-20,675803.022
2017-04-21,795795.894
2017-04-22,974952.818
2017-04-23,1140070.275
2017-04-24,755072.531
2017-04-25,718996.081
2017-04-26,781159.283
2017-04-27,624910.026
2017-04-28,797636.625
2017-04-29,1068278.816
2017-04-30,1041249.248
2017-05-01,1306699.367
2017-05-02,907318.094
2017-05-03,924247.257
2017-05-04,716654.609
2017-05-05,780798.407
2017-05-06,1039417.862
2017-05-07,1227380.608
2017-05-08,776307.495
2017-05-09,715811.199
2017-05-10,766101.907
2017-05-11,648650.413
2017-05-12,764811.416
2017-05-13,1116976.89
2017-05-14,884199.914
2017-05-15,823035.572
2017-05-16,807802.895
2017-05-17,841407.608
2017-05-18,628487.99
2017-05-19,773775.438
2017-05-20,1035667.382
2017-05-21,1201938.886
2017-05-22,778935.156
2017-05-23,723151.768
2017-05-24,746303.627
2017-05-25,620108.244
2017-05-26,984511.152
2017-05-27,932219.893
2017-05-28,1061771.638
2017-05-29,776813.137
2017-05-30,742471.277
2017-05-31,858062.149
2017-06-01,766858.173
2017-06-02,918421.319
2017-06-03,1176138.109
2017-06-04,1376511.52
2017-06-05,912692.851
2017-06-06,805546.648
2017-06-07,842979.837
2017-06-08,667099.801
2017-06-09,795075.136
2017-06-10,993732.684
2017-06-11,1213673.947
2017-06-12,768349.759
2017-06-13,729412.96
2017-06-14,785885.909
2017-06-15,660338.347
2017-06-16,834786.428
2017-06-17,1096133.551
2017-06-18,965144.121
2017-06-19,791146.394
2017-06-20,787326.717
2017-06-21,766159.011
2017-06-22,609857.831
2017-06-23,761049.745
2017-06-24,963268.227
2017-06-25,1092610.86
2017-06-26,755367.845
2017-06-27,682218.469
2017-06-28,731896.985
2017-06-29,630811.803
2017-06-30,802273.139
2017-07-01,1207529.922
2017-07-02,1296379.217
2017-07-03,925143.409
2017-07-04,832359.286
2017-07-05,844301.613
2017-07-06,700272.01
2017-07-07,805792.302
2017-07-08,998347.193
2017-07-09,1100833.323
2017-07-10,804158.861
2017-07-11,730532.768
2017-07-12,748799.996
2017-07-13,629651.363
2017-07-14,765489.617
2017-07-15,969077.125
2017-07-16,1100803.699
2017-07-17,818325.522
2017-07-18,730133.709
2017-07-19,767978.778
2017-07-20,688288.068
2017-07-21,782418.299
2017-07-22,932902.047
2017-07-23,1024288.741
2017-07-24,816564.327
2017-07-25,713581.633
2017-07-26,740653.044
2017-07-27,659849.827
2017-07-28,835098.682
2017-07-29,1032310.866
2017-07-30,1123752.478
2017-07-31,885856.841
2017-08-01,988527.763
2017-08-02,964712.016
2017-08-03,728068.485
2017-08-04,827775.686
2017-08-05,965693.65
2017-08-06,1049559.164
2017-08-07,797464.964
2017-08-08,717766.349
2017-08-09,734139.674
2017-08-10,651386.912
2017-08-11,826373.722
2017-08-12,792630.535
2017-08-13,865639.677
2017-08-14,760922.406
2017-08-15,762661.936
